 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0,0
53,203,2,2,94,350,47,47,47,0,175,175,175,0,2187192.118,19704.4335,67.66666667,111.1410515,196,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,9852.216749,9852.216749,47,175,98.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,122.75,47,175,40,0,0,0,0,0,0,2,94,2,350,-1,-1,1,20,0,0,0,0,0,0,0,0,0
53,48293,2,2,86,210,43,43,43,0,105,105,105,0,6129.252687,82.82773901,16097.66667,27875.04835,48285,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,40,41.4138695,41.4138695,43,105,67.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,84.75,43,105,64,0,0,0,0,0,0,2,86,2,210,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,26167,2,2,66,180,33,33,33,0,90,90,90,0,9401.154125,152.8642947,8722.333333,15063.374,26116,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,40,76.43214736,76.43214736,33,90,55.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,69.75,33,90,64,0,0,0,0,0,0,2,66,2,180,-1,-1,1,32,0,0,0,0,0,0,0,0,0
41924,33,1,1,0,0,0,0,0,0,0,0,0,0,0,60606.06061,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,30303.0303,30303.0303,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,370,352,0,32,0,0,0,0,0,0,0,0,0
53,194,2,2,102,210,51,51,51,0,105,105,105,0,1608247.423,20618.5567,64.66666667,71.47260547,143,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,10309.27835,10309.27835,51,105,72.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,90.75,51,105,40,0,0,0,0,0,0,2,102,2,210,-1,-1,1,20,0,0,0,0,0,0,0,0,0
53,180,2,2,92,254,46,46,46,0,127,127,127,0,1922222.222,22222.22222,60,63.85138996,129,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,11111.11111,11111.11111,46,127,78.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,98,46,127,40,0,0,0,0,0,0,2,92,2,254,-1,-1,1,20,0,0,0,0,0,0,0,0,0
53,198890,4,2,144,290,36,36,36,0,145,145,145,0,2182.110714,30.16742923,39778,73049.53534,168287,3,30599,10199.66667,17660.27872,30592,3,4,4,0,4,4,0,0,0,0,128,64,20.11161949,10.05580974,36,145,67.14285714,53.18655398,2828.809524,0,0,0,0,0,0,0,0,0,78.33333333,36,145,128,0,0,0,0,0,0,4,144,2,290,-1,-1,3,32,0,0,0,0,0,0,0,0,0
56380,91,1,1,0,0,0,0,0,0,0,0,0,0,0,21978.02198,91,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10989.01099,10989.01099,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,58,256,0,20,0,0,0,0,0,0,0,0,0
53,197,2,2,104,296,52,52,52,0,148,148,148,0,2030456.853,20304.56853,65.66666667,108.5418506,191,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,10152.28426,10152.28426,52,148,90.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,113,52,148,64,0,0,0,0,0,0,2,104,2,296,-1,-1,1,32,0,0,0,0,0,0,0,0,0
54070,14,1,1,0,0,0,0,0,0,0,0,0,0,0,142857.1429,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,71428.57143,71428.57143,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,290,256,0,20,0,0,0,0,0,0,0,0,0
88,1062,2,2,2944,658,1472,1472,1472,0,329,329,329,0,3391713.748,3766.478343,354,568.5384771,1010,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,64,64,1883.239171,1883.239171,329,1472,1014.8,626.0468832,391934.7,0,0,0,0,0,0,0,0,1,1268.5,1472,329,64,0,0,0,0,0,0,2,2944,2,658,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,31027,2,2,70,134,35,35,35,0,67,67,67,0,6574.918619,128.9199729,10342.33333,17909.98273,31023,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,64,64.45998646,64.45998646,35,67,47.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,59.75,35,67,64,0,0,0,0,0,0,2,70,2,134,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,31378,2,2,66,316,33,33,33,0,158,158,158,0,12174.13474,127.4778507,10459.33333,18111.76668,31373,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,63.73892536,63.73892536,33,158,83,68.46531969,4687.5,0,0,0,0,0,0,0,0,1,103.75,33,158,64,0,0,0,0,0,0,2,66,2,316,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,23878,2,2,92,300,46,46,46,0,150,150,150,0,16416.78533,167.5182176,7959.333333,13779.04156,23870,3,5,5,0,5,5,3,3,0,3,3,0,0,0,0,64,64,83.7591088,83.7591088,46,150,87.6,56.96314598,3244.8,0,0,0,0,0,0,0,0,1,109.5,46,150,64,0,0,0,0,0,0,2,92,2,300,-1,-1,1,32,0,0,0,0,0,0,0,0,0
52559,944,3,1,31,0,31,0,10.33333333,17.89785834,0,0,0,0,32838.98305,4237.288136,314.6666667,525.1688617,921,3,924,462,649.1240251,921,3,0,0,0,0,0,0,0,0,0,60,20,3177.966102,1059.322034,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,7.75,10.33333333,0,60,0,0,0,0,0,0,3,31,1,0,1188,0,1,20,0,0,0,0,0,0,0,0,0
56737,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,304,252,0,20,0,0,0,0,0,0,0,0,0
60226,61,1,1,0,0,0,0,0,0,0,0,0,0,0,32786.88525,61,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,16393.44262,16393.44262,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,4729,34200,0,32,0,0,0,0,0,0,0,0,0
34469,59,1,1,0,0,0,0,0,0,0,0,0,0,0,33898.30508,59,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,16949.15254,16949.15254,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1006,312,0,32,0,0,0,0,0,0,0,0,0
53,182,2,2,88,188,44,44,44,0,94,94,94,0,1516483.516,21978.02198,60.66666667,99.88159657,176,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,10989.01099,10989.01099,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,353,2,2,74,106,37,37,37,0,53,53,53,0,509915.0142,11331.44476,117.6666667,197.7430993,346,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,5665.72238,5665.72238,37,53,43.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,54.25,37,53,40,0,0,0,0,0,0,2,74,2,106,-1,-1,1,20,0,0,0,0,0,0,0,0,0
49241,214,1,1,0,0,0,0,0,0,0,0,0,0,0,9345.794393,214,0,214,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4672.897196,4672.897196,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,351,65535,0,32,0,0,0,0,0,0,0,0,0
80,7051233,3,4,0,0,0,0,0,0,0,0,0,0,0,0.992734179,1175205.5,2381531.234,5971846,34,1035444,517722,666520.2662,989023,46421,7004846,2334948.667,3184891.412,5971846,43989,0,0,0,0,84,116,0.425457505,0.567276673,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,84,0,0,0,0,0,0,3,0,4,0,8192,29200,0,20,1079387,0,1079387,1079387,5971846,0,5971846,5971846,0
53,340,2,2,76,354,38,38,38,0,177,177,177,0,1264705.882,11764.70588,113.3333333,194.5670407,338,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,40,40,5882.352941,5882.352941,38,177,93.6,76.13343549,5796.3,0,0,0,0,0,0,0,0,1,117,38,177,40,0,0,0,0,0,0,2,76,2,354,-1,-1,1,20,0,0,0,0,0,0,0,0,0
53,182,2,2,46,46,23,23,23,0,23,23,23,0,505494.5055,21978.02198,60.66666667,102.4808925,179,1,2,2,0,2,2,1,1,0,1,1,0,0,0,0,64,64,10989.01099,10989.01099,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,0
52954,62,2,0,0,0,0,0,0,0,0,0,0,0,0,32258.06452,62,0,62,62,62,62,0,62,62,0,0,0,0,0,0,0,0,0,40,0,32258.06452,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0,0
53,128614,2,2,58,158,29,29,29,0,79,79,79,0,1679.443917,31.10081329,42871.33333,74250.99741,128609,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,40,64,15.55040664,15.55040664,29,79,49,27.38612788,750,0,0,0,0,0,0,0,0,1,61.25,29,79,40,0,0,0,0,0,0,2,58,2,158,-1,-1,1,20,0,0,0,0,0,0,0,0,0
53,203,2,2,64,96,32,32,32,0,48,48,48,0,788177.3399,19704.4335,67.66666667,75.74518687,151,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,64,64,9852.216749,9852.216749,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,0
56968,182,1,1,0,0,0,0,0,0,0,0,0,0,0,10989.01099,182,0,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,5494.505495,5494.505495,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0,0,0,0,0,0,0,0,0
22,11589885,19,31,1992,2745,640,0,104.8421053,143.7750029,976,0,88.5483871,223.315,408.7184644,4.314106654,236528.2653,619468.7551,2313909,3,9898370,549909.4444,910900.0372,2381496,316,11600000,386326.5,758542.3477,2313909,3,0,0,0,0,616,1000,1.639360529,2.674746126,0,976,92.88235294,193.9122118,37601.94588,0,0,0,1,0,0,0,0,1,94.74,104.8421053,88.5483871,616,0,0,0,0,0,0,19,1992,31,2745,29200,247,16,32,0,0,0,0,0,0,0,0,1
58636,51,1,1,0,0,0,0,0,0,0,0,0,0,0,39215.68627,51,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,19607.84314,19607.84314,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,358,329,0,32,0,0,0,0,0,0,0,0,0
49654,57,1,1,0,0,0,0,0,0,0,0,0,0,0,35087.7193,57,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,17543.85965,17543.85965,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,177,10108,0,32,0,0,0,0,0,0,0,0,0
61622,38,1,1,0,0,0,0,0,0,0,0,0,0,0,52631.57895,38,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,26315.78947,26315.78947,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0,0,0,0,0,0,0,0,0
53,165,2,2,70,102,35,35,35,0,51,51,51,0,1042424.242,24242.42424,55,90.06664199,159,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,12121.21212,12121.21212,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35,51,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0,0,0,0,0,0,0,0,0
443,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0,0
6724,120,1,1,0,0,0,0,0,0,0,0,0,0,0,16666.66667,120,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8333.333333,8333.333333,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,119,255,0,20,0,0,0,0,0,0,0,0,0
53,47752,2,2,72,228,36,36,36,0,114,114,114,0,6282.459373,83.76612498,15917.33333,27566.16597,47748,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,64,41.88306249,41.88306249,36,114,67.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,84,36,114,64,0,0,0,0,0,0,2,72,2,228,-1,-1,1,32,0,0,0,0,0,0,0,0,0
52995,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,31,255,0,20,0,0,0,0,0,0,0,0,0
53,204,2,2,82,114,41,41,41,0,57,57,57,0,960784.3137,19607.84314,68,112.5833025,198,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,80,9803.921569,9803.921569,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41,57,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0,0,0,0,0,0,0,0,0
445,10710100,25,20,7846,3356,3072,0,313.84,705.0701313,420,0,167.8,138.8447069,1045.928609,4.201641441,243411.3636,1605914.945,10700000,1,10700000,446254.1667,2174185.95,10700000,1,10700000,563677.3684,2455596.1,10700000,3,0,0,0,0,524,424,2.334245245,1.867396196,0,3072,243.5217391,529.0420584,279885.4995,0,0,0,1,0,0,0,0,0,248.9333333,313.84,167.8,524,0,0,0,0,0,0,25,7846,20,3356,8192,2051,17,20,55997,0,55997,55997,10700000,0,10700000,10700000,0
53,55718,2,2,70,158,35,35,35,0,79,79,79,0,4092.03489,71.79008579,18572.66667,32165.33821,55714,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,80,64,35.89504289,35.89504289,35,79,52.6,24.09979253,580.8,0,0,0,0,0,0,0,0,1,65.75,35,79,80,0,0,0,0,0,0,2,70,2,158,-1,-1,1,40,0,0,0,0,0,0,0,0,0
40227,64,1,1,0,0,0,0,0,0,0,0,0,0,0,31250,64,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,15625,15625,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,349,245,0,32,0,0,0,0,0,0,0,0,0
7592,125,1,1,0,0,0,0,0,0,0,0,0,0,0,16000,125,0,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8000,8000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,343,258,0,20,0,0,0,0,0,0,0,0,0
53,25086,2,2,74,236,37,37,37,0,118,118,118,0,12357.49023,159.4514869,8362,14479.0788,25081,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,40,40,79.72574344,79.72574344,37,118,69.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,86.75,37,118,40,0,0,0,0,0,0,2,74,2,236,-1,-1,1,20,0,0,0,0,0,0,0,0,0
53,179375,2,2,72,162,36,36,36,0,81,81,81,0,1304.529617,22.29965157,59791.66667,103516.3076,179322,4,49,49,0,49,49,4,4,0,4,4,0,0,0,0,88,64,11.14982578,11.14982578,36,81,54,24.64751509,607.5,0,0,0,0,0,0,0,0,1,67.5,36,81,88,0,0,0,0,0,0,2,72,2,162,-1,-1,1,44,0,0,0,0,0,0,0,0,0
53,24005,2,2,94,256,47,47,47,0,128,128,128,0,14580.29577,166.6319517,8001.666667,13853.23104,23998,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,40,83.31597584,83.31597584,47,128,79.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,99.25,47,128,64,0,0,0,0,0,0,2,94,2,256,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,72202,2,2,78,146,39,39,39,0,73,73,73,0,3102.407136,55.40012742,24067.33333,41682.38005,72198,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,64,27.70006371,27.70006371,39,73,52.6,18.62256696,346.8,0,0,0,0,0,0,0,0,1,65.75,39,73,64,0,0,0,0,0,0,2,78,2,146,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,174,2,2,70,102,35,35,35,0,51,51,51,0,988505.7471,22988.50575,58,59.63220606,122,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,40,40,11494.25287,11494.25287,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35,51,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0,0,0,0,0,0,0,0,0
1126,29,1,1,0,0,0,0,0,0,0,0,0,0,0,68965.51724,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,34482.75862,34482.75862,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,123,255,0,20,0,0,0,0,0,0,0,0,0
53,156,2,2,66,98,33,33,33,0,49,49,49,0,1051282.051,25641.02564,52,84.87048957,150,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12820.51282,12820.51282,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33,49,64,0,0,0,0,0,0,2,66,2,98,-1,-1,1,32,0,0,0,0,0,0,0,0,0
22,76,1,1,0,0,0,0,0,0,0,0,0,0,0,26315.78947,76,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,13157.89474,13157.89474,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,1
53,164045,2,2,66,246,33,33,33,0,123,123,123,0,1901.917157,24.38355329,54681.66667,94709.69286,164043,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,12.19177665,12.19177665,33,123,69,49.29503018,2430,0,0,0,0,0,0,0,0,1,86.25,33,123,64,0,0,0,0,0,0,2,66,2,246,-1,-1,1,32,0,0,0,0,0,0,0,0,0
50260,72,1,1,0,0,0,0,0,0,0,0,0,0,0,27777.77778,72,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13888.88889,13888.88889,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,83,252,0,20,0,0,0,0,0,0,0,0,0
53698,81,1,1,0,0,0,0,0,0,0,0,0,0,0,24691.35802,81,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12345.67901,12345.67901,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,780,350,0,32,0,0,0,0,0,0,0,0,0
80,225600,1,1,0,0,0,0,0,0,0,0,0,0,0,8.865248227,225600,0,225600,225600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4.432624113,4.432624113,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,270,155,0,32,0,0,0,0,0,0,0,0,0
3478,2601825,5,0,140,0,28,28,28,0,0,0,0,0,53.8083845,1.921728018,650456.25,618773.3441,1499915,100624,2601825,650456.25,618773.3441,1499915,100624,0,0,0,0,0,0,0,0,0,160,0,1.921728018,0,28,28,28,0,0,0,0,0,0,0,0,0,0,0,33.6,28,0,160,0,0,0,0,0,0,5,140,0,0,-1,-1,4,32,0,0,0,0,0,0,0,0,0
53,47260,2,2,74,106,37,37,37,0,53,53,53,0,3808.717732,84.63817182,15753.33333,27240.55011,47208,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,40,40,42.31908591,42.31908591,37,53,43.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,54.25,37,53,40,0,0,0,0,0,0,2,74,2,106,-1,-1,1,20,0,0,0,0,0,0,0,0,0
53,182,2,2,76,108,38,38,38,0,54,54,54,0,1010989.011,21978.02198,60.66666667,99.01683359,175,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,10989.01099,10989.01099,38,54,44.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,55.5,38,54,40,0,0,0,0,0,0,2,76,2,108,-1,-1,1,20,0,0,0,0,0,0,0,0,0
80,13840663,6,4,512,248,511,0,85.33333333,208.5336104,248,0,62,124,54.91066432,0.722508741,1537851.444,3328402.526,9798552,97,13800000,2768132.6,4240187.994,9798552,284,10100000,3359318.333,5782553.648,10000000,728,0,0,0,0,132,104,0.433505245,0.289003496,0,511,69.09090909,164.3523377,27011.69091,0,0,0,1,0,0,0,0,0,76,85.33333333,62,132,0,0,0,0,0,0,6,512,4,248,8192,946,2,20,279205,0,279205,279205,9798552,0,9798552,9798552,0
53,30154,2,2,82,254,41,41,41,0,127,127,127,0,11142.80029,132.6523844,10051.33333,17402.49181,30146,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,66.32619221,66.32619221,41,127,75.4,47.10413995,2218.8,0,0,0,0,0,0,0,0,1,94.25,41,127,64,0,0,0,0,0,0,2,82,2,254,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,239,2,2,76,484,38,38,38,0,242,242,242,0,2343096.234,16736.40167,79.66666667,131.925484,232,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,8368.200837,8368.200837,38,242,119.6,111.7354017,12484.8,0,0,0,0,0,0,0,0,1,149.5,38,242,40,0,0,0,0,0,0,2,76,2,484,-1,-1,1,20,0,0,0,0,0,0,0,0,0
53,23802,2,2,70,102,35,35,35,0,51,51,51,0,7226.283506,168.0531048,7934,13736.89495,23796,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,84.02655239,84.02655239,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35,51,64,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,327,2,2,84,204,42,42,42,0,102,102,102,0,880733.945,12232.4159,109,181.8653348,319,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,6116.207951,6116.207951,42,102,66,32.86335345,1080,0,0,0,0,0,0,0,0,1,82.5,42,102,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0,0
53,221,2,2,168,424,84,84,84,0,212,212,212,0,2678733.032,18099.54751,73.66666667,85.70492012,169,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,64,64,9049.773756,9049.773756,84,212,135.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,169,84,212,64,0,0,0,0,0,0,2,168,2,424,-1,-1,1,32,0,0,0,0,0,0,0,0,0
443,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0,0
53,254,2,2,66,250,33,33,33,0,125,125,125,0,1244094.488,15748.0315,84.66666667,106.828523,205,1,1,1,0,1,1,48,48,0,48,48,0,0,0,0,80,80,7874.015748,7874.015748,33,125,69.8,50.39047529,2539.2,0,0,0,0,0,0,0,0,1,87.25,33,125,80,0,0,0,0,0,0,2,66,2,250,-1,-1,1,40,0,0,0,0,0,0,0,0,0
53,175487,2,2,78,192,39,39,39,0,96,96,96,0,1538.575507,22.79371122,58495.66667,101314.0026,175483,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,40,64,11.39685561,11.39685561,39,96,61.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,77.25,39,96,40,0,0,0,0,0,0,2,78,2,192,-1,-1,1,20,0,0,0,0,0,0,0,0,0
45470,51,1,1,0,0,0,0,0,0,0,0,0,0,0,39215.68627,51,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,19607.84314,19607.84314,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,413,383,0,32,0,0,0,0,0,0,0,0,0
46306,52,1,1,0,0,0,0,0,0,0,0,0,0,0,38461.53846,52,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,19230.76923,19230.76923,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,433,373,0,32,0,0,0,0,0,0,0,0,0
53,81,2,2,64,158,32,32,32,0,79,79,79,0,2740740.741,49382.71605,27,45.033321,79,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,40,40,24691.35802,24691.35802,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,40,0,0,0,0,0,0,2,64,2,158,-1,-1,1,20,0,0,0,0,0,0,0,0,0
